x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0.439477018,-1.08027337,0.20800563,0.301531009,-1.229678621,-0.867039706,-0.126810737,1.141987036,-0.161357337,-0.177227415,-5.70856547
0.495181479,1.322670518,-1.905328074,0.869071105,0.578453168,0.872709161,-0.206769172,0.563516307,0.172003223,0.149464875,-0.037050791
0.68461659,-0.83703776,-0.913972137,0.015871209,-2.157823805,-0.382788654,1.57814398,-3.310150995,0.726876999,-1.118528583,5.30979381
-0.39584938,-0.572253407,-0.189480616,1.619285513,0.307899623,2.018143908,-0.83365901,0.766906451,0.210075882,0.097865712,3.34742092
0.049017308,0.065672971,-0.364715074,-1.515840724,0.992317352,0.418313854,0.211465025,0.043067544,-1.520481489,0.565464583,-2.870470453
-0.372167743,0.064127034,0.955807579,-0.45211673,0.234085154,-1.347385578,-1.36301156,0.745271743,1.311240857,-0.658388604,1.057518385
0.256962767,0.544947576,-0.157713689,0.487077447,-0.861526157,-0.007280941,-0.063824796,-0.168969705,-1.02157693,-0.047589954,0.2618865
0.810726071,-0.271361543,-1.631341124,-0.493097823,0.246145424,2.175521593,0.023558011,-2.632345054,0.234189124,-2.286954541,-0.02066112
-0.340138297,-0.113787061,-0.614348923,-0.584510053,-0.698201278,-0.945535763,0.499955899,1.562623885,-1.14106603,-0.234798673,0.601837497
-1.318638721,-0.227973808,1.664104187,1.224054642,0.066852603,0.154184242,1.390829929,-1.471125855,0.329821976,-0.151367909,4.050367938
-2.109172458,-1.117016723,-0.12834971,1.295906906,1.714317296,-0.561907502,-0.685809414,-0.408979435,1.521168655,0.228481186,-2.121700211
0.306556719,-1.694381063,-0.82316124,-0.456182479,-1.654029595,-0.747266599,-1.037958356,-0.746588119,1.270174536,1.392160142,5.259929648
-0.788815247,1.73216042,-1.595038272,-0.283431329,0.992815967,0.197259668,-1.219327895,0.122613397,-2.082148081,-0.586143275,-3.965615492
-0.503706353,0.103346824,-0.327098928,-1.710430184,1.19051197,-0.6684536,-1.502936074,0.768510502,0.494436436,0.493484889,-1.216430732
1.55321921,-0.305149854,-0.495104699,-0.658984748,0.577684015,-0.742022842,-0.418096669,1.354154819,-0.339924259,1.118693798,-2.329962694
0.320799759,1.747117432,-0.540662424,-1.008550767,0.244491715,0.748392174,1.33255434,0.122150507,-1.368851523,0.513691241,4.063346106
-0.192675946,0.138003828,-2.520863304,-0.47311277,-0.125164105,-1.19630734,0.667653334,0.216575018,-0.123251867,-0.220723799,2.163731214
1.557850714,0.679571312,1.481115719,1.565858995,-0.886218069,-0.840298543,-0.464607622,1.683916338,-2.240039235,0.785659849,0.296612303
0.056632127,0.1656083,0.154384363,-0.215216955,-0.420658444,0.629770599,0.411142788,-2.060950413,-2.167108127,-0.619132435,4.28711839
-1.224364452,1.39030778,1.003409625,-2.099261517,-1.299270916,0.168424954,-0.446109261,0.070172936,0.96802169,0.153382742,-1.190732212
0.065155144,0.287119248,-0.713821129,-0.436832686,0.738866357,1.040521753,0.866527193,1.045444005,1.668006381,-0.142144114,0.173966637
-1.094772918,0.107493993,0.457703849,-1.022802169,1.15293612,1.70780914,0.599167898,0.619000191,0.201811966,0.169521466,8.2201464
-1.069411827,0.408651222,0.757032751,-0.456698731,-0.386752287,-0.55742032,-1.3645839,-0.290408372,-0.110857507,0.1878387,-0.573629341
0.216573035,0.928106199,-0.229936415,0.841208251,-0.247663194,-0.572933248,-1.39653204,0.574188138,-0.392224385,0.752459896,0.608994824
-0.772634264,-0.954653956,0.959176008,0.652026022,-0.955550054,0.805002144,2.049063926,2.127925131,-0.001698242,-0.699075529,-0.316809824
-0.830856949,0.090606986,0.915494124,0.114261889,1.29022222,0.433976209,-1.506326646,0.720962952,-0.430716366,1.462252482,-3.791554335
0.961975562,-0.530467571,-0.060949212,-0.478302485,-0.652528997,0.148661838,1.827535309,0.660692618,1.662162663,2.243455198,3.478382582
-0.945968408,1.988814052,-1.582881637,-0.60181969,0.281335287,0.991425946,-1.085968544,-1.078553567,1.156805653,-0.014348313,-0.505495815
0.919660995,0.829288643,-1.785062655,0.183747224,0.88851163,0.258958363,0.993459158,0.91592178,-1.66126634,-0.12290769,-1.387834741
-1.13895375,-1.05392196,-0.237534551,-0.15924499,0.444243676,0.521465038,0.276048335,0.460369928,0.255513722,-1.552251475,-1.390713994
0.593439876,1.451916314,0.497887614,-0.021406487,1.049064315,-0.40367998,-0.40573745,-1.355922917,-1.265659692,0.673859713,-2.37437693
-0.633748274,-0.927613259,-3.433328752,-1.8704725,0.21108009,-0.090141062,-0.615035299,1.445749775,-1.340502431,-0.343019899,-0.011706638
-0.926017624,0.767742028,-0.308008808,0.697563841,-0.389726406,0.794464652,-0.927711962,-0.569430682,0.464640288,0.239125803,0.917469538
1.228002889,-0.663651,-0.189924412,-1.019452935,0.37764917,-1.461912773,0.520864341,0.659874442,0.365446765,-1.419527686,-4.835798546
0.455009616,2.290980324,-0.887209422,-0.468990524,1.249731688,1.403448561,1.349103738,-1.254607564,0.145509957,-0.630144811,-2.188394207
-0.630799885,0.251492582,-1.254302094,0.638556163,-0.191198564,-0.347336894,-1.337212999,0.781444207,-1.590886349,-1.307146059,-1.193222065
-1.398937697,0.711175319,-0.538308958,-0.386326386,1.445351962,-0.694745823,0.420861915,0.577152878,-0.495397606,-0.351405011,-3.28934913
-0.381751589,-0.681231826,-0.682211464,-0.195978429,0.637996976,0.508282149,1.196651725,3.019400985,0.733662601,-1.035301438,-0.216971543
1.746360133,1.046210618,-0.056545397,0.311694709,-0.209465572,0.638206491,-0.231273228,1.107127546,-1.289739716,0.882370802,0.099672461
-0.124156603,-1.502212727,-0.358473672,0.014858493,0.376255451,1.212766205,-0.381589304,-0.584047522,-1.558573414,0.593779763,-2.53570605
0.162367849,0.066218674,-1.565111656,-1.556182334,0.034894936,-1.058285862,0.971956798,0.941278049,-0.84364846,0.00893287,0.987743375
0.748829098,-0.312353812,-2.193744671,1.307746212,0.231689767,-0.041002747,-1.302729902,-0.289400019,2.074649392,1.103403616,3.575454747
-0.0506776,0.091181649,-0.244829684,-0.822345904,-0.44946772,-1.528249632,0.486633567,-0.157184568,-0.830872844,-0.325612884,0.951890594
0.229798697,-0.388951758,0.05449829,-0.713825135,1.529437248,0.94546641,-1.643647993,0.576034677,0.524013779,-0.157589117,-1.778957015
0.474248409,0.232513605,1.711117293,-2.851244384,0.233674324,2.217579052,0.794114425,0.281323119,-1.287982464,-1.26674913,-3.614226305
-0.38149284,1.407627706,0.764890691,-0.108488768,0.184415803,1.313991708,1.473670756,0.044896034,1.197608242,-0.195728163,-1.160755357
-2.237764612,-1.451567896,0.996112961,0.706904552,-0.771438052,-0.228043927,-0.827134995,-0.756809009,-0.973916511,1.769819817,-2.199357768
-0.120274343,-0.212076643,-0.581376871,1.06873321,-0.578475757,1.642898256,0.914638637,-1.128752645,-0.990021331,1.700978329,2.247425
-1.782069576,-0.338533863,-0.74677626,-0.367419681,-2.558154246,-0.089302573,-0.576021099,0.588777452,1.329817289,0.631413719,-7.629882486
0.246434506,-0.692914055,-0.603156977,-1.134925457,0.064106244,-0.167938269,0.692217176,-0.164963848,-1.425046149,1.764328235,-0.638251468
-1.0563022,0.722648988,0.952443338,-1.334595459,0.27081683,2.30215511,-0.63643649,0.491976745,1.742210081,-0.484613977,4.132507615
1.13579511,-1.487613006,1.280757582,-1.378821198,-1.391694119,-0.863337542,-0.145893394,0.569465389,-0.647556175,-0.036981057,2.797340173
-0.733784219,0.28670789,0.872085426,1.886151867,-0.199667599,-1.054422079,-0.560668139,-0.326545136,1.328493142,-0.683817005,1.082732602
0.113141492,-0.215052872,-0.696006726,0.348992589,1.907412855,2.231988088,-0.875861935,-0.536054874,-0.220417915,-0.25421679,-4.046092982
0.383029582,-0.546216221,0.206766863,1.286670518,1.089052376,0.269830262,0.345085157,-1.999660723,0.150976315,0.285524711,-0.878344259
0.471021849,-0.243739639,-0.254392774,1.453056704,1.324534295,0.409328003,0.812195348,-1.352553987,0.995864255,1.019239412,0.679251705
2.435483583,0.574365685,1.366538808,0.296086404,1.622589062,-1.788470913,-0.199880554,1.828503846,0.257575492,-1.651679559,-1.492611722
1.175640659,-0.576516974,1.120018403,0.431849961,1.042797086,-0.275585199,-0.778717315,-0.21819163,-0.317029492,-0.111137512,1.814314517
0.661692203,0.492756822,0.503640617,0.362592428,-0.801621337,-0.862432397,-1.015671071,1.77828476,1.104493958,-0.307797821,2.908593099
1.543278226,-0.520006706,-1.030329845,-0.040538873,-1.325161194,0.775794272,-0.181087387,0.58362367,-0.201508999,0.007231983,3.222012594
-0.711906194,-0.993815838,0.628308175,-0.24633893,-1.367375733,0.261594804,-0.108474549,0.313092353,1.688410576,0.214558883,2.506683612
-0.527378721,2.001814078,0.414697857,1.300134395,0.133276301,-1.179088189,1.473922729,-0.69376026,-1.148028011,0.182717244,-1.672779379
-0.241997237,0.258918951,1.063749734,1.146603292,0.469346176,0.051368918,-0.940240524,-0.051926042,0.955795187,0.549789286,-0.544651282
-0.313200329,1.179352732,-0.370908248,-1.313378784,-0.307046137,0.566956216,-1.965246332,0.127939598,-2.953068676,-0.721424954,-3.289848267
0.694434036,-1.004616069,-1.182674156,1.004100283,-0.34860879,0.509811277,-0.828705267,0.072588324,-1.911557628,0.675673602,-0.247522411
-1.923628776,2.247774361,0.136111882,0.705093389,-0.298926068,0.046083853,-0.535443166,1.323785981,-2.280074888,-0.22653763,-4.49216344
1.054869599,-1.068782917,-1.030884712,-0.8727245,-1.893147092,2.762827624,0.120512465,-0.702866166,0.464589144,1.010440293,2.939079161
-0.398889036,-1.441917244,0.639547086,-0.257320107,-1.831757057,1.030885315,1.312171861,-1.841838957,-0.316392915,-0.796135171,1.096831502
-0.098271682,0.697186753,0.966500675,2.168331027,1.135828393,0.349926997,0.46470585,-2.184520604,0.541525193,-0.321648538,3.84984987
-0.881388891,0.334228609,-1.038030604,0.215406185,1.237918053,1.236043248,1.12522839,-2.62761752,-0.066304457,0.977185906,-3.019552044
-0.887235887,0.424713404,0.048127139,-1.215385212,-0.6727178,0.154865562,2.130420771,0.219261881,-0.016749326,-0.507557223,-0.321650586
0.765077574,0.461080254,-0.011435863,-1.617999232,0.075069157,-0.917225772,1.275199605,1.822549947,-0.380420438,1.962713798,0.829814827
-0.437739957,0.899722745,-1.107000563,1.656257611,0.707362,-0.79297645,0.259100009,0.5154812,0.377293357,0.519418523,-0.025314494
-1.116722109,1.559785195,2.570526206,1.304084126,-0.289397301,0.973974406,-0.105703561,-1.27200289,1.343167268,-1.225088612,4.072109291
-0.85027668,0.589590462,0.076382713,0.326656874,1.462645484,-0.352176602,0.630969165,-1.935126,-0.055109025,-0.264344228,-2.72285699
0.408567371,0.739775067,1.131541854,0.612907824,-1.20748342,1.495869638,-0.626689598,-1.061470675,-0.602078609,-0.395159863,-0.245252562
-1.337892285,-1.156599876,0.459017414,-0.601869694,1.210398102,0.378670099,1.039956352,-0.380217449,1.147283959,1.922593698,-2.232958568
0.158091594,0.333539764,-0.114952764,-0.355205639,-1.109131356,0.993767465,0.448625341,-1.600613466,-0.930331492,0.373085067,0.09272412
0.361260966,0.724946463,0.387012914,0.681255022,0.106912209,-0.507935752,0.221619995,0.170273088,1.149082416,-1.843741843,-2.745801061
-0.472593052,0.276511114,0.499439235,1.170540564,-0.742414893,1.191133593,0.901672459,0.582910157,1.172590395,0.970008764,0.403630976
0.542142608,-0.520280992,-2.284270288,-0.145178472,-1.965318741,0.497151655,0.217789159,-1.036536164,-1.546544814,-0.366841583,-5.297190979
-0.729562168,-0.103241685,1.593639932,-0.628687528,-0.577878016,-0.467254113,-0.170001066,0.41750872,0.69721708,-0.744840828,0.439351588
1.147784678,-0.463207542,-0.223736776,-0.037616722,0.055132452,1.196506423,-0.84312149,0.886907764,0.971376723,0.197221375,1.476155941
-0.177394196,0.024445647,0.434667394,1.202028402,-0.558199309,0.282351968,-1.149038379,-1.106077059,0.412960292,1.008137915,0.527430975
1.117072511,1.847892133,-0.334516194,-0.434501902,-0.31232303,-0.160704895,0.35565856,-0.652435421,0.219041176,-1.04636494,1.544028395
